fecha,distribuidora,provincia,subestacion,tension_kv,disponible_neta,prev_disp,delta,mes,trimestre,año
2022-12-01,Endesa,Barcelona,Montmeló,2.25462001,132.0,25.0,107.0,12,4,2022
2023-01-01,Endesa,Barcelona,Montmeló,2.25462001,132.0,25.0,107.0,1,1,2023
2023-02-01,Endesa,Barcelona,Montmeló,2.25462001,132.0,25.0,107.0,2,1,2023
2023-03-01,Endesa,Barcelona,Montmeló,2.25462001,132.0,25.0,107.0,3,1,2023
2023-04-01,Endesa,Barcelona,Montmeló,2.25462001,132.0,25.0,107.0,4,2,2023
2023-05-01,Endesa,Barcelona,Montmeló,2.25462001,132.0,25.0,107.0,5,2,2023
2023-06-01,Endesa,Barcelona,Montmeló,2.25462001,132.0,25.0,107.0,6,2,2023
2023-07-01,Endesa,Barcelona,Montmeló,2.25462001,132.0,25.0,107.0,7,3,2023
2023-08-01,Endesa,Barcelona,Montmeló,2.25462001,132.0,25.0,107.0,8,3,2023
2022-09-01,Endesa,Huesca,Monzón,0.1203266,45.0,10.0,35.0,9,3,2022
2022-10-01,Endesa,Huesca,Monzón,0.1203266,45.0,10.0,35.0,10,4,2022
2022-11-01,Endesa,Huesca,Monzón,0.1203266,45.0,10.0,35.0,11,4,2022
2022-12-01,Endesa,Huesca,Monzón,0.1203266,45.0,10.0,35.0,12,4,2022
2023-01-01,Endesa,Huesca,Monzón,0.1203266,45.0,10.0,35.0,1,1,2023
2023-02-01,Endesa,Huesca,Monzón,0.1203266,45.0,10.0,35.0,2,1,2023
2023-03-01,Endesa,Huesca,Monzón,0.1203266,45.0,10.0,35.0,3,1,2023
2023-04-01,Endesa,Huesca,Monzón,0.1203266,45.0,10.0,35.0,4,2,2023
2023-05-01,Endesa,Huesca,Monzón,0.1203266,45.0,10.0,35.0,5,2,2023
2023-06-01,Endesa,Huesca,Monzón,0.1203266,45.0,10.0,35.0,6,2,2023
2023-07-01,Endesa,Huesca,Monzón,0.1203266,45.0,10.0,35.0,7,3,2023
2023-08-01,Endesa,Huesca,Monzón,0.1203266,45.0,10.0,35.0,8,3,2023
2022-09-01,Endesa,Huesca,Monzón,0.14950306,92.0,19.0,73.0,9,3,2022
2022-10-01,Endesa,Huesca,Monzón,0.14950306,92.0,19.0,73.0,10,4,2022
2022-11-01,Endesa,Huesca,Monzón,0.14950306,92.0,19.0,73.0,11,4,2022
2022-12-01,Endesa,Huesca,Monzón,0.14950306,92.0,19.0,73.0,12,4,2022
2023-01-01,Endesa,Huesca,Monzón,0.14950306,92.0,19.0,73.0,1,1,2023
2023-02-01,Endesa,Huesca,Monzón,0.14950306,92.0,19.0,73.0,2,1,2023
2023-03-01,Endesa,Huesca,Monzón,0.14950306,92.0,19.0,73.0,3,1,2023
2023-04-01,Endesa,Huesca,Monzón,0.14950306,92.0,19.0,73.0,4,2,2023
2023-05-01,Endesa,Huesca,Monzón,0.14950306,92.0,19.0,73.0,5,2,2023
2023-06-01,Endesa,Huesca,Monzón,0.14950306,92.0,19.0,73.0,6,2,2023
2023-07-01,Endesa,Huesca,Monzón,0.14950306,92.0,19.0,73.0,7,3,2023
2023-08-01,Endesa,Huesca,Monzón,0.14950306,92.0,19.0,73.0,8,3,2023
2022-09-01,Endesa,Huesca,Monzón,0.17502872,62.0,0.0,62.0,9,3,2022
2022-10-01,Endesa,Huesca,Monzón,0.17502872,62.0,0.0,62.0,10,4,2022
2022-11-01,Endesa,Huesca,Monzón,0.17502872,62.0,0.0,62.0,11,4,2022
2022-12-01,Endesa,Huesca,Monzón,0.17502872,62.0,0.0,62.0,12,4,2022
2023-01-01,Endesa,Huesca,Monzón,0.17502872,62.0,0.0,62.0,1,1,2023
2023-02-01,Endesa,Huesca,Monzón,0.17502872,62.0,0.0,62.0,2,1,2023
2023-03-01,Endesa,Huesca,Monzón,0.17502872,62.0,0.0,62.0,3,1,2023
2023-04-01,Endesa,Huesca,Monzón,0.17502872,62.0,0.0,62.0,4,2,2023
2023-05-01,Endesa,Huesca,Monzón,0.17502872,62.0,-12.8,74.8,5,2,2023
2023-06-01,Endesa,Huesca,Monzón,0.17502872,62.0,-12.8,74.8,6,2,2023
2023-07-01,Endesa,Huesca,Monzón,0.17502872,62.0,-12.8,74.8,7,3,2023
2023-08-01,Endesa,Huesca,Monzón,0.17502872,62.0,-12.8,74.8,8,3,2023
2022-09-01,Endesa,Huesca,Monzón,0.19392854,60.5,13.0,47.5,9,3,2022
2022-10-01,Endesa,Huesca,Monzón,0.19392854,60.5,13.0,47.5,10,4,2022
2022-11-01,Endesa,Huesca,Monzón,0.19392854,60.5,25.0,35.5,11,4,2022
2022-12-01,Endesa,Huesca,Monzón,0.19392854,60.5,25.0,35.5,12,4,2022
2023-01-01,Endesa,Huesca,Monzón,0.19392854,60.5,25.0,35.5,1,1,2023
2023-02-01,Endesa,Huesca,Monzón,0.19392854,60.5,25.0,35.5,2,1,2023
2023-03-01,Endesa,Huesca,Monzón,0.19392854,60.5,25.0,35.5,3,1,2023
2023-04-01,Endesa,Huesca,Monzón,0.19392854,60.5,25.0,35.5,4,2,2023
2023-05-01,Endesa,Huesca,Monzón,0.19392854,60.5,25.0,35.5,5,2,2023
2023-06-01,Endesa,Huesca,Monzón,0.19392854,60.5,25.0,35.5,6,2,2023
2023-07-01,Endesa,Huesca,Monzón,0.19392854,60.5,25.0,35.5,7,3,2023
2023-08-01,Endesa,Huesca,Monzón,0.19392854,60.5,25.0,35.5,8,3,2023
2025-10-01,Endesa,Málaga,NERJA,66.0,14.9,0.0,14.9,10,4,2025
2025-12-01,Endesa,Málaga,NERJA,66.0,22.66,14.9,7.76,12,4,2025
2026-03-01,Endesa,Málaga,NERJA,66.0,54.29,23.78,30.509999999999998,3,1,2026
2026-05-01,Endesa,Málaga,NERJA,66.0,62.14,54.29,7.850000000000001,5,2,2026
2021-08-01,Endesa,Sevilla,NERVION,20.0,41.9,33.3,8.600000000000001,8,3,2021
2021-08-01,Endesa,Sevilla,NERVION,66.0,54.0,33.3,20.700000000000003,8,3,2021
2021-10-01,Endesa,Sevilla,NERVION,66.0,66.6,52.6,13.999999999999993,10,4,2021
2021-12-01,Endesa,Sevilla,NERVION,66.0,86.8,54.3,32.5,12,4,2021
2022-03-01,Endesa,Badajoz,NEVERO,20.0,63.4,43.6,19.799999999999997,3,1,2022
2022-05-01,Endesa,Badajoz,NEVERO,20.0,56.9,0.0,56.9,5,2,2022
2025-10-01,Endesa,Badajoz,NEVERO,20.0,18.8,0.0,18.8,10,4,2025
2025-12-01,Endesa,Badajoz,NEVERO,20.0,39.17,18.8,20.37,12,4,2025
2026-05-01,Endesa,Badajoz,NEVERO,20.0,17.57,0.0,17.57,5,2,2026
2022-05-01,Endesa,Badajoz,NEVERO,66.0,56.9,0.0,56.9,5,2,2022
2025-10-01,Endesa,Badajoz,NEVERO,66.0,18.8,0.0,18.8,10,4,2025
2025-12-01,Endesa,Badajoz,NEVERO,66.0,39.17,18.8,20.37,12,4,2025
2026-05-01,Endesa,Badajoz,NEVERO,66.0,17.57,0.0,17.57,5,2,2026
2021-11-01,Endesa,Huelva,NIEBLA,15.0,11.1,1.2,9.9,11,4,2021
2022-01-01,Endesa,Huelva,NIEBLA,15.0,1.1,-3.9,5.0,1,1,2022
2022-02-01,Endesa,Huelva,NIEBLA,15.0,6.1,1.1,5.0,2,1,2022
2022-01-01,Endesa,Huelva,NIEBLA,50.0,24.0,-16.1,40.1,1,1,2022
2025-10-01,Endesa,Málaga,NUEVROND,20.0,23.5,0.0,23.5,10,4,2025
2025-10-01,Endesa,Málaga,NUEVROND,66.0,13.0,0.0,13.0,10,4,2025
2022-04-01,Endesa,Baleares,NUREDDUNA,15.0,67.0,60.3,6.700000000000003,4,2,2022
2021-12-01,Endesa,Huelva,N_CORRAL,15.0,18.1,8.7,9.400000000000002,12,4,2021
2022-09-01,Endesa,Lleida,Naut Aran,0.87705269,110.0,25.0,85.0,9,3,2022
2022-10-01,Endesa,Lleida,Naut Aran,0.87705269,110.0,25.0,85.0,10,4,2022
2022-11-01,Endesa,Lleida,Naut Aran,0.87705269,110.0,25.0,85.0,11,4,2022
2022-12-01,Endesa,Lleida,Naut Aran,0.87705269,110.0,25.0,85.0,12,4,2022
2023-01-01,Endesa,Lleida,Naut Aran,0.87705269,110.0,25.0,85.0,1,1,2023
2023-02-01,Endesa,Lleida,Naut Aran,0.87705269,110.0,25.0,85.0,2,1,2023
2023-03-01,Endesa,Lleida,Naut Aran,0.87705269,110.0,25.0,85.0,3,1,2023
2023-04-01,Endesa,Lleida,Naut Aran,0.87705269,110.0,25.0,85.0,4,2,2023
2023-05-01,Endesa,Lleida,Naut Aran,0.87705269,110.0,25.0,85.0,5,2,2023
2023-06-01,Endesa,Lleida,Naut Aran,0.87705269,110.0,25.0,85.0,6,2,2023
2023-07-01,Endesa,Lleida,Naut Aran,0.87705269,110.0,25.0,85.0,7,3,2023
2023-08-01,Endesa,Lleida,Naut Aran,0.87705269,110.0,25.0,85.0,8,3,2023
2022-09-01,Endesa,Lleida,Naut Aran,0.92976048,110.0,25.0,85.0,9,3,2022
2022-10-01,Endesa,Lleida,Naut Aran,0.92976048,110.0,25.0,85.0,10,4,2022
2022-11-01,Endesa,Lleida,Naut Aran,0.92976048,110.0,25.0,85.0,11,4,2022
2022-12-01,Endesa,Lleida,Naut Aran,0.92976048,110.0,25.0,85.0,12,4,2022
2023-01-01,Endesa,Lleida,Naut Aran,0.92976048,110.0,25.0,85.0,1,1,2023
2023-02-01,Endesa,Lleida,Naut Aran,0.92976048,110.0,25.0,85.0,2,1,2023
2023-03-01,Endesa,Lleida,Naut Aran,0.92976048,110.0,25.0,85.0,3,1,2023
2023-04-01,Endesa,Lleida,Naut Aran,0.92976048,110.0,25.0,85.0,4,2,2023
2023-05-01,Endesa,Lleida,Naut Aran,0.92976048,110.0,25.0,85.0,5,2,2023
2023-06-01,Endesa,Lleida,Naut Aran,0.92976048,110.0,25.0,85.0,6,2,2023
2023-07-01,Endesa,Lleida,Naut Aran,0.92976048,110.0,25.0,85.0,7,3,2023
2023-08-01,Endesa,Lleida,Naut Aran,0.92976048,110.0,25.0,85.0,8,3,2023
2022-09-01,Endesa,Barcelona,Navàs,1.71260431,110.0,14.0,96.0,9,3,2022
2022-10-01,Endesa,Barcelona,Navàs,1.71260431,110.0,14.0,96.0,10,4,2022
2022-11-01,Endesa,Barcelona,Navàs,1.71260431,110.0,14.0,96.0,11,4,2022
2022-12-01,Endesa,Barcelona,Navàs,1.71260431,110.0,14.0,96.0,12,4,2022
2023-01-01,Endesa,Barcelona,Navàs,1.71260431,110.0,14.0,96.0,1,1,2023
2023-02-01,Endesa,Barcelona,Navàs,1.71260431,110.0,14.0,96.0,2,1,2023
2023-03-01,Endesa,Barcelona,Navàs,1.71260431,110.0,14.0,96.0,3,1,2023
2023-04-01,Endesa,Barcelona,Navàs,1.71260431,110.0,14.0,96.0,4,2,2023
2023-05-01,Endesa,Barcelona,Navàs,1.71260431,110.0,14.0,96.0,5,2,2023
2023-06-01,Endesa,Barcelona,Navàs,1.71260431,110.0,14.0,96.0,6,2,2023
2023-07-01,Endesa,Barcelona,Navàs,1.71260431,110.0,14.0,96.0,7,3,2023
2023-08-01,Endesa,Barcelona,Navàs,1.71260431,110.0,14.0,96.0,8,3,2023
2025-12-01,Endesa,Huelva,ODIEL,66.0,5.87,0.0,5.87,12,4,2025
2026-03-01,Endesa,Huelva,ODIEL,66.0,17.47,10.79,6.68,3,1,2026
2021-08-01,Endesa,Zaragoza,OLIVERA,10.0,29.3,0.0,29.3,8,3,2021
2021-11-01,Endesa,Zaragoza,OLIVERA,45.0,59.9,25.2,34.7,11,4,2021
2025-10-01,Endesa,Zaragoza,OLIVERA,45.0,0.0,-7.5,7.5,10,4,2025
2025-10-01,Endesa,Girona,OLOT,132.0,83.9,0.0,83.9,10,4,2025
2025-12-01,Endesa,Girona,OLOT,132.0,101.45,83.9,17.549999999999997,12,4,2025
2026-05-01,Endesa,Girona,OLOT,132.0,165.36,82.71,82.65000000000002,5,2,2026
2025-10-01,Endesa,Girona,OLOT,25.0,55.3,0.0,55.3,10,4,2025
2022-03-01,Endesa,Cádiz,OLVERA,33.0,13.3,7.0,6.300000000000001,3,1,2022
2021-11-01,Endesa,Huelva,ONUBA,20.0,39.2,15.9,23.300000000000004,11,4,2021
2022-02-01,Endesa,Huelva,ONUBA,20.0,0.7,-7.2,7.9,2,1,2022
2022-03-01,Endesa,Huelva,ONUBA,20.0,6.1,0.7,5.3999999999999995,3,1,2022
2025-10-01,Endesa,Huelva,ONUBA,20.0,0.0,-5.0,5.0,10,4,2025
2025-12-01,Endesa,Huelva,ONUBA,20.0,6.3,0.0,6.3,12,4,2025
2026-01-01,Endesa,Huelva,ONUBA,20.0,11.56,6.3,5.260000000000001,1,1,2026
2026-03-01,Endesa,Huelva,ONUBA,20.0,18.74,11.56,7.179999999999998,3,1,2026
2021-11-01,Endesa,Huelva,ONUBA,66.0,26.9,-23.1,50.0,11,4,2021
2022-01-01,Endesa,Huelva,ONUBA,66.0,7.8,-13.6,21.4,1,1,2022
2022-04-01,Endesa,Huelva,ONUBA,66.0,0.0,-14.3,14.3,4,2,2022
2025-12-01,Endesa,Huelva,ONUBA,66.0,6.3,0.0,6.3,12,4,2025
2026-01-01,Endesa,Huelva,ONUBA,66.0,11.56,6.3,5.260000000000001,1,1,2026
2026-03-01,Endesa,Huelva,ONUBA,66.0,18.74,11.56,7.179999999999998,3,1,2026
2021-08-01,Endesa,Sevilla,OROMANA,132.0,27.0,6.0,21.0,8,3,2021
2021-12-01,Endesa,Sevilla,OROMANA,132.0,48.1,27.1,21.0,12,4,2021
2021-11-01,Endesa,Sevilla,OROMANA,15.0,20.7,5.7,15.0,11,4,2021
2021-08-01,Endesa,Sevilla,OSARIO,20.0,55.2,42.2,13.0,8,3,2021
2021-08-01,Endesa,Sevilla,OSARIO,66.0,56.9,42.2,14.699999999999996,8,3,2021
2021-10-01,Endesa,Sevilla,OSARIO,66.0,77.1,53.2,23.89999999999999,10,4,2021
2021-12-01,Endesa,Sevilla,OSARIO,66.0,99.6,62.8,36.8,12,4,2021
2022-03-01,Endesa,Sevilla,OSARIO,66.0,99.1,88.2,10.899999999999991,3,1,2022
2022-04-01,Endesa,Sevilla,OSUNA,25.0,6.5,0.0,6.5,4,2,2022
2022-04-01,Endesa,Sevilla,OSUNA,66.0,6.5,0.0,6.5,4,2,2022
2022-09-01,Endesa,Lleida,Olius,1.48445487,85.0,22.7,62.3,9,3,2022
2022-10-01,Endesa,Lleida,Olius,1.48445487,85.0,22.7,62.3,10,4,2022
2022-11-01,Endesa,Lleida,Olius,1.48445487,85.0,22.7,62.3,11,4,2022
2022-12-01,Endesa,Lleida,Olius,1.48445487,85.0,22.7,62.3,12,4,2022
2023-01-01,Endesa,Lleida,Olius,1.48445487,85.0,22.7,62.3,1,1,2023
2023-02-01,Endesa,Lleida,Olius,1.48445487,85.0,22.7,62.3,2,1,2023
2023-03-01,Endesa,Lleida,Olius,1.48445487,85.0,22.7,62.3,3,1,2023
2023-04-01,Endesa,Lleida,Olius,1.48445487,85.0,22.7,62.3,4,2,2023
2023-05-01,Endesa,Lleida,Olius,1.48445487,85.0,22.7,62.3,5,2,2023
2023-06-01,Endesa,Lleida,Olius,1.48445487,85.0,22.7,62.3,6,2,2023
2023-07-01,Endesa,Lleida,Olius,1.48445487,85.0,22.7,62.3,7,3,2023
2023-08-01,Endesa,Lleida,Olius,1.48445487,85.0,22.7,62.3,8,3,2023
2022-09-01,Endesa,Girona,Olot,2.49107127,132.0,25.0,107.0,9,3,2022
2022-10-01,Endesa,Girona,Olot,2.49107127,132.0,25.0,107.0,10,4,2022
2022-11-01,Endesa,Girona,Olot,2.49107127,132.0,25.0,107.0,11,4,2022
2022-12-01,Endesa,Girona,Olot,2.49107127,132.0,25.0,107.0,12,4,2022
2023-01-01,Endesa,Girona,Olot,2.49107127,132.0,25.0,107.0,1,1,2023
2023-02-01,Endesa,Girona,Olot,2.49107127,132.0,25.0,107.0,2,1,2023
2023-03-01,Endesa,Girona,Olot,2.49107127,132.0,25.0,107.0,3,1,2023
2023-04-01,Endesa,Girona,Olot,2.49107127,132.0,25.0,107.0,4,2,2023
2023-05-01,Endesa,Girona,Olot,2.49107127,132.0,25.0,107.0,5,2,2023
2023-06-01,Endesa,Girona,Olot,2.49107127,132.0,25.0,107.0,6,2,2023
2023-07-01,Endesa,Girona,Olot,2.49107127,132.0,25.0,107.0,7,3,2023
2023-08-01,Endesa,Girona,Olot,2.49107127,132.0,25.0,107.0,8,3,2023
2022-09-01,Endesa,Barcelona,Olèrdola,1.69674037,110.0,25.0,85.0,9,3,2022
2022-10-01,Endesa,Barcelona,Olèrdola,1.69674037,110.0,25.0,85.0,10,4,2022
2022-11-01,Endesa,Barcelona,Olèrdola,1.69674037,110.0,25.0,85.0,11,4,2022
2022-12-01,Endesa,Barcelona,Olèrdola,1.69674037,110.0,25.0,85.0,12,4,2022
2023-06-01,Endesa,Barcelona,Olèrdola,1.69706484,110.0,25.0,85.0,6,2,2023
2023-07-01,Endesa,Barcelona,Olèrdola,1.69706484,110.0,20.6,89.4,7,3,2023
2023-08-01,Endesa,Barcelona,Olèrdola,1.69706484,110.0,20.6,89.4,8,3,2023
2022-04-01,Endesa,Baleares,P.NOVA,15.0,91.5,82.4,9.099999999999994,4,2,2022
2021-11-01,Endesa,Sevilla,PALACIOS,132.0,60.5,0.0,60.5,11,4,2021
2021-11-01,Endesa,Sevilla,PALACIOS,15.0,27.9,0.0,27.9,11,4,2021
2021-11-01,Endesa,Sevilla,PALACIOS,66.0,36.9,0.0,36.9,11,4,2021
2022-04-01,Endesa,Barcelona,PALAU,25.0,172.7,155.0,17.69999999999999,4,2,2022
2025-10-01,Endesa,Sevilla,PALILLOS,15.0,0.0,-5.0,5.0,10,4,2025
2021-08-01,Endesa,Sevilla,PALILLOS,66.0,57.9,38.5,19.4,8,3,2021
2021-10-01,Endesa,Sevilla,PALILLOS,66.0,67.9,56.3,11.600000000000009,10,4,2021
2021-12-01,Endesa,Sevilla,PALILLOS,66.0,67.9,58.2,9.700000000000003,12,4,2021
2021-11-01,Endesa,Huelva,PALMACON,15.0,25.8,20.0,5.800000000000001,11,4,2021
2022-01-01,Endesa,Huelva,PALMACON,15.0,0.1,-29.1,29.200000000000003,1,1,2022
2022-02-01,Endesa,Huelva,PALMACON,15.0,24.9,0.1,24.799999999999997,2,1,2022
2021-09-01,Endesa,Huelva,PALMACON,50.0,10.5,-1.8,12.3,9,3,2021
2022-04-01,Endesa,Huelva,PALMACON,50.0,-17.7,-66.7,49.0,4,2,2022
2025-12-01,Endesa,Sevilla,PALOMARE,15.0,18.27,0.0,18.27,12,4,2025
2021-10-01,Endesa,Sevilla,PALOMARE,66.0,9.0,2.4,6.6,10,4,2021
2022-04-01,Endesa,Sevilla,PALOMARE,66.0,25.5,10.4,15.1,4,2,2022
2025-10-01,Endesa,Sevilla,PALOMARE,66.0,0.0,-25.5,25.5,10,4,2025
2025-12-01,Endesa,Sevilla,PALOMARE,66.0,18.27,0.0,18.27,12,4,2025
2021-12-01,Endesa,Sevilla,PARQ_AER,132.0,26.4,0.0,26.4,12,4,2021
2021-12-01,Endesa,Sevilla,PARQ_AER,20.0,20.8,0.0,20.8,12,4,2021
2022-04-01,Endesa,Barcelona,PENEDES,25.0,88.8,80.0,8.799999999999997,4,2,2022
2025-10-01,Endesa,Barcelona,PENITENTS,110.0,109.9,0.0,109.9,10,4,2025
2022-05-01,Endesa,Tarragona,PERAFORT,25.0,7.9,-34.0,41.9,5,2,2022
2025-10-01,Endesa,Tarragona,PERAFORT,25.0,21.5,7.8,13.7,10,4,2025
2025-10-01,Endesa,Tarragona,PERAFORT,66.0,139.0,0.0,139.0,10,4,2025
2021-11-01,Endesa,Málaga,PERCHEL,20.0,74.6,68.4,6.199999999999989,11,4,2021
2022-04-01,Endesa,Málaga,PERCHEL,20.0,82.9,74.6,8.300000000000011,4,2,2022
2025-12-01,Endesa,Málaga,PERCHEL,20.0,75.04,66.0,9.040000000000006,12,4,2025
2021-11-01,Endesa,Málaga,PERCHEL,66.0,74.6,68.4,6.199999999999989,11,4,2021
2022-04-01,Endesa,Málaga,PERCHEL,66.0,82.9,74.6,8.300000000000011,4,2,2022
2025-12-01,Endesa,Málaga,PERCHEL,66.0,75.04,66.0,9.040000000000006,12,4,2025
2021-10-01,Endesa,Sevilla,PILAS,15.0,5.8,0.8,5.0,10,4,2021
2022-01-01,Endesa,Sevilla,PILAS,15.0,5.8,-4.2,10.0,1,1,2022
2021-09-01,Endesa,Sevilla,PILAS,66.0,0.0,-6.8,6.8,9,3,2021
2025-10-01,Endesa,Sevilla,PILAS,66.0,0.0,-34.8,34.8,10,4,2025
2022-04-01,Endesa,Cádiz,PINARREY,66.0,31.9,0.0,31.9,4,2,2022
2022-01-01,Endesa,Las Palmas,PLAYA_BLAN,20.0,39.2,-3.8,43.0,1,1,2022
2025-10-01,Endesa,"Palmas, Las",PLAYA_BLAN,20.0,24.5,12.5,12.0,10,4,2025
2026-05-01,Endesa,"Palmas, Las",PLAYA_BLAN,20.0,29.64,24.64,5.0,5,2,2026
2022-01-01,Endesa,Zaragoza,PLAZA,15.0,48.7,43.7,5.0,1,1,2022
2021-09-01,Endesa,Zaragoza,PLAZA,45.0,55.0,44.6,10.399999999999999,9,3,2021
2021-11-01,Endesa,Zaragoza,PLAZA,45.0,71.3,53.6,17.699999999999996,11,4,2021
2021-12-01,Endesa,Zaragoza,PLAZA,45.0,85.6,71.3,14.299999999999997,12,4,2021
2022-04-01,Endesa,Zaragoza,PLAZA,45.0,0.0,-16.4,16.4,4,2,2022
2022-06-01,Endesa,Baleares,POBLA,15.0,-2.1,-31.7,29.599999999999998,6,2,2022
2025-10-01,Endesa,"Balears, Illes",POBLA,15.0,8.6,-2.1,10.7,10,4,2025
2022-04-01,Endesa,Málaga,POLIGONO,20.0,83.6,74.5,9.099999999999994,4,2,2022
2022-04-01,Endesa,Málaga,POLIGONO,66.0,191.4,177.7,13.700000000000017,4,2,2022
2022-04-01,Endesa,Baleares,POLIGON,15.0,69.1,59.7,9.399999999999991,4,2,2022
2022-05-01,Endesa,Baleares,POLIGON,15.0,78.9,69.1,9.800000000000011,5,2,2022
2022-04-01,Endesa,Baleares,POLLENSA,15.0,61.0,55.0,6.0,4,2,2022
2025-10-01,Endesa,Sevilla,POLO,15.0,0.0,-5.0,5.0,10,4,2025
2021-10-01,Endesa,Córdoba,PONIENTE,66.0,63.8,53.0,10.799999999999997,10,4,2021
2022-04-01,Endesa,Tarragona,PRADELL,110.0,28.8,0.0,28.8,4,2,2022
2025-12-01,Endesa,Tarragona,PRADELL,110.0,32.82,0.0,32.82,12,4,2025
2022-04-01,Endesa,Barcelona,PRAT,110.0,128.6,115.8,12.799999999999997,4,2,2022
2025-12-01,Endesa,Barcelona,PRAT,110.0,122.16,94.6,27.560000000000002,12,4,2025
2025-10-01,Endesa,"Balears, Illes",PRAT,15.0,105.4,82.0,23.400000000000006,10,4,2025
2026-03-01,Endesa,"Balears, Illes",PRAT,15.0,110.41,105.41,5.0,3,1,2026
2022-04-01,Endesa,Barcelona,PRAT,25.0,100.2,90.2,10.0,4,2,2022
2021-11-01,Endesa,Huelva,PTE_ESUR,15.0,15.0,10.0,5.0,11,4,2021
2022-03-01,Endesa,Cádiz,PTO_CRUZ,66.0,0.0,-11.5,11.5,3,1,2022
2022-02-01,Endesa,Cádiz,PTO_REAL,132.0,29.7,-66.8,96.5,2,1,2022
2025-10-01,Endesa,Cádiz,PTO_REAL,132.0,-36.7,-85.1,48.39999999999999,10,4,2025
2022-06-01,Endesa,Cádiz,PTO_REAL,20.0,-11.2,-34.9,23.7,6,2,2022
2022-02-01,Endesa,Cádiz,PTO_REAL,66.0,-104.3,-124.6,20.299999999999997,2,1,2022
2022-03-01,Endesa,Cádiz,PTO_REAL,66.0,-95.1,-104.3,9.200000000000003,3,1,2022
2022-04-01,Endesa,Cádiz,PTO_REAL,66.0,-22.3,-95.1,72.8,4,2,2022
2025-10-01,Endesa,Cádiz,PTO_REAL,66.0,-15.6,-125.7,110.10000000000001,10,4,2025
2022-04-01,Endesa,Cádiz,PTO_SMAR,66.0,3.1,-97.1,100.19999999999999,4,2,2022
2025-10-01,Endesa,Cádiz,PTO_SMAR,66.0,0.0,-38.1,38.1,10,4,2025
2026-03-01,Endesa,Cádiz,PTO_SMAR,66.0,34.3,0.0,34.3,3,1,2026
2021-12-01,Endesa,Tarragona,PUIGPELAT,25.0,49.9,29.9,20.0,12,4,2021
2025-10-01,Endesa,Granada,PULIANAS,66.0,0.0,-50.0,50.0,10,4,2025
2022-03-01,Endesa,Santa Cruz de Tenerife,P_GRANAD,20.0,3.3,-3.2,6.5,3,1,2022
2022-04-01,Endesa,Santa Cruz de Tenerife,P_GRANAD,20.0,18.3,3.3,15.0,4,2,2022
2021-12-01,Endesa,Las Palmas,P_GRANDE,20.0,63.4,51.9,11.5,12,4,2021
2022-01-01,Endesa,Las Palmas,P_GRANDE,20.0,69.2,63.4,5.800000000000004,1,1,2022
2025-10-01,Endesa,"Palmas, Las",P_GRANDE,20.0,74.8,57.6,17.199999999999996,10,4,2025
2026-03-01,Endesa,Santa Cruz de Tenerife,P_GUIMAR,20.0,0.0,-10.0,10.0,3,1,2026
2022-09-01,Endesa,Girona,Palafrugell,3.15102557,110.0,25.0,85.0,9,3,2022
2022-10-01,Endesa,Girona,Palafrugell,3.15102557,110.0,25.0,85.0,10,4,2022
2022-11-01,Endesa,Girona,Palafrugell,3.15102557,110.0,25.0,85.0,11,4,2022
2022-12-01,Endesa,Girona,Palafrugell,3.15102557,110.0,25.0,85.0,12,4,2022
2023-01-01,Endesa,Girona,Palafrugell,3.15102557,110.0,25.0,85.0,1,1,2023
2023-02-01,Endesa,Girona,Palafrugell,3.15102557,110.0,25.0,85.0,2,1,2023
2023-03-01,Endesa,Girona,Palafrugell,3.15102557,110.0,25.0,85.0,3,1,2023
2023-04-01,Endesa,Girona,Palafrugell,3.15102557,110.0,25.0,85.0,4,2,2023
2023-05-01,Endesa,Girona,Palafrugell,3.15102557,110.0,25.0,85.0,5,2,2023
2023-06-01,Endesa,Girona,Palafrugell,3.15102557,110.0,25.0,85.0,6,2,2023
2023-07-01,Endesa,Girona,Palafrugell,3.15102557,110.0,25.0,85.0,7,3,2023
2023-08-01,Endesa,Girona,Palafrugell,3.15102557,110.0,25.0,85.0,8,3,2023
2022-09-01,Endesa,Girona,Palau-saverdera,3.13727483,132.0,25.0,107.0,9,3,2022
2022-10-01,Endesa,Girona,Palau-saverdera,3.13727483,132.0,25.0,107.0,10,4,2022
2022-11-01,Endesa,Girona,Palau-saverdera,3.13727483,132.0,25.0,107.0,11,4,2022
2022-12-01,Endesa,Girona,Palau-saverdera,3.13727483,132.0,25.0,107.0,12,4,2022
2023-01-01,Endesa,Girona,Palau-saverdera,3.13727483,132.0,25.0,107.0,1,1,2023
2023-02-01,Endesa,Girona,Palau-saverdera,3.13727483,132.0,25.0,107.0,2,1,2023
2023-03-01,Endesa,Girona,Palau-saverdera,3.13727483,132.0,25.0,107.0,3,1,2023
2023-04-01,Endesa,Girona,Palau-saverdera,3.13727483,132.0,25.0,107.0,4,2,2023
2023-05-01,Endesa,Girona,Palau-saverdera,3.13727483,132.0,25.0,107.0,5,2,2023
2023-06-01,Endesa,Girona,Palau-saverdera,3.13727483,132.0,25.0,107.0,6,2,2023
2023-07-01,Endesa,Girona,Palau-saverdera,3.13727483,132.0,25.0,107.0,7,3,2023
2023-08-01,Endesa,Girona,Palau-saverdera,3.13727483,132.0,25.0,107.0,8,3,2023
